release_id,cargo_id,customs_release_required,customs_release_datetime,anuence_required,anuence_agency,anuence_release_datetime,release_status,release_delay_reason,release_responsibility_group
REL01004,CGO01004,Sim,2026-01-07 12:47,Não,Não aplicável,,Liberada,,Sem atraso
REL01005,CGO01005,Sim,2026-01-07 09:38,Sim,Ibama,2026-01-07 13:12,Liberada,,Sem atraso
REL01006,CGO01006,Sim,2026-01-06 13:32,Sim,Ministério da Agricultura,2026-01-06 20:51,Liberada,,Sem atraso
REL01007,CGO01007,Sim,2026-01-06 16:07,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01008,CGO01008,Sim,2026-02-26 18:31,Não,Não aplicável,,Liberada,,Sem atraso
REL01009,CGO01009,Sim,2026-02-27 16:26,Não,Não aplicável,,Liberada,,Sem atraso
REL01010,CGO01010,Sim,2026-02-27 14:00,Não,Não aplicável,,Liberada,,Sem atraso
REL01011,CGO01011,Não,2026-02-26 05:20,Não,Não aplicável,,Liberada,,Sem atraso
REL01012,CGO01012,Não,2026-02-27 05:19,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01013,CGO01013,Sim,2026-02-26 08:45,Não,Não aplicável,,Liberada,,Sem atraso
REL01014,CGO01014,Sim,2026-02-27 07:32,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01015,CGO01015,Não,2026-02-26 06:27,Não,Não aplicável,,Liberada,,Sem atraso
REL01016,CGO01016,Sim,2026-02-26 23:54,Sim,Anvisa,2026-03-01 07:23,Liberada,Aguardando anuência,Órgão anuente
REL01017,CGO01017,Sim,2026-02-26 20:26,Não,Não aplicável,,Liberada,,Sem atraso
REL01018,CGO01018,Sim,2026-03-25 18:32,Não,Não aplicável,,Liberada,,Sem atraso
REL01019,CGO01019,Sim,2026-03-25 10:10,Não,Não aplicável,,Liberada,,Sem atraso
REL01020,CGO01020,Sim,2026-03-24 21:10,Sim,Ministério da Agricultura,2026-03-25 11:48,Liberada,Aguardando anuência,Órgão anuente
REL01021,CGO01021,Não,2026-03-24 22:21,Não,Não aplicável,,Liberada,,Sem atraso
REL01022,CGO01022,Não,2026-03-24 21:48,Sim,Anvisa,2026-03-25 04:30,Liberada,,Sem atraso
REL01023,CGO01023,Sim,2026-03-26 03:24,Não,Não aplicável,,Liberada,,Sem atraso
REL01024,CGO01024,Sim,2026-03-25 08:56,Não,Não aplicável,,Liberada,,Sem atraso
REL01025,CGO01025,Sim,2026-03-25 06:14,Sim,Exército,2026-03-25 15:27,Liberada,,Sem atraso
REL01026,CGO01026,Não,2026-03-24 22:27,Não,Não aplicável,,Liberada,,Sem atraso
REL01027,CGO01027,Sim,2026-03-26 03:07,Não,Não aplicável,,Liberada,,Sem atraso
REL01028,CGO01028,Sim,2026-03-26 06:58,Não,Não aplicável,,Liberada,,Sem atraso
REL01029,CGO01029,Sim,2026-03-25 10:08,Não,Não aplicável,,Liberada,,Sem atraso
REL01030,CGO01030,Sim,2026-03-26 05:47,Sim,Exército,2026-03-28 14:05,Liberada,Aguardando anuência,Órgão anuente
REL01031,CGO01031,Sim,2026-03-02 11:30,Sim,Exército,2026-03-02 17:33,Liberada,Aguardando anuência,Órgão anuente
REL01032,CGO01032,Sim,2026-03-02 17:15,Sim,Ministério da Agricultura,2026-03-04 10:01,Liberada,Aguardando anuência,Órgão anuente
REL01033,CGO01033,Não,2026-03-01 08:07,Não,Não aplicável,,Liberada,,Sem atraso
REL01034,CGO01034,Sim,2026-03-01 14:58,Não,Não aplicável,,Liberada,,Sem atraso
REL01035,CGO01035,Sim,2026-03-05 08:19,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL01036,CGO01036,Sim,2026-03-03 17:05,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01037,CGO01037,Sim,2026-03-02 12:54,Não,Não aplicável,,Liberada,,Sem atraso
REL01038,CGO01038,Sim,2026-03-27 16:30,Não,Não aplicável,,Liberada,,Sem atraso
REL01039,CGO01039,Sim,2026-03-27 08:42,Não,Não aplicável,,Liberada,,Sem atraso
REL01040,CGO01040,Sim,2026-03-29 22:56,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL01041,CGO01041,Sim,2026-03-28 13:31,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01042,CGO01042,Sim,2026-03-27 14:13,Não,Não aplicável,,Liberada,,Sem atraso
REL01043,CGO01043,Sim,2026-03-27 10:36,Não,Não aplicável,,Liberada,,Sem atraso
REL01044,CGO01044,Sim,2026-03-28 08:50,Não,Não aplicável,,Liberada,,Sem atraso
REL01045,CGO01045,Sim,2026-03-27 02:51,Não,Não aplicável,,Liberada,,Sem atraso
REL01046,CGO01046,Sim,2026-03-28 00:18,Não,Não aplicável,,Liberada,,Sem atraso
REL01047,CGO01047,Sim,2026-03-27 22:15,Sim,Exército,2026-03-28 11:27,Liberada,Aguardando anuência,Órgão anuente
REL01048,CGO01048,Sim,2026-03-01 04:28,Sim,Exército,2026-03-01 17:06,Liberada,Aguardando anuência,Órgão anuente
REL01049,CGO01049,Sim,2026-02-28 09:26,Não,Não aplicável,,Liberada,,Sem atraso
REL01050,CGO01050,Sim,2026-02-28 05:35,Não,Não aplicável,,Liberada,,Sem atraso
REL01051,CGO01051,Sim,2026-02-28 00:58,Não,Não aplicável,,Liberada,,Sem atraso
REL01052,CGO01052,Sim,2026-02-28 00:44,Não,Não aplicável,,Liberada,,Sem atraso
REL01053,CGO01053,Sim,2026-03-01 04:03,Sim,Inmetro,2026-03-02 00:45,Liberada,Aguardando anuência,Órgão anuente
REL01054,CGO01054,Sim,2026-02-28 01:09,Não,Não aplicável,,Liberada,,Sem atraso
REL01055,CGO01055,Sim,2026-03-01 03:03,Sim,Exército,2026-03-03 13:14,Liberada,Aguardando anuência,Órgão anuente
REL01056,CGO01056,Sim,2026-02-27 21:38,Não,Não aplicável,,Liberada,,Sem atraso
REL01057,CGO01057,Sim,2026-03-01 01:45,Sim,Ibama,2026-03-03 17:47,Liberada,Aguardando anuência,Órgão anuente
REL01058,CGO01058,Não,2026-02-27 19:26,Sim,Exército,2026-02-28 15:26,Liberada,Aguardando anuência,Órgão anuente
REL01059,CGO01059,Sim,2026-03-01 05:48,Não,Não aplicável,,Liberada,,Sem atraso
REL01060,CGO01060,Sim,2026-02-28 00:48,Não,Não aplicável,,Liberada,,Sem atraso
REL01061,CGO01061,Sim,2026-02-28 08:15,Não,Não aplicável,,Liberada,,Sem atraso
REL01062,CGO01062,Sim,2026-03-11 04:08,Sim,Anvisa,2026-03-11 15:05,Liberada,,Sem atraso
REL01063,CGO01063,Não,2026-03-10 13:37,Não,Não aplicável,,Liberada,,Sem atraso
REL01064,CGO01064,Sim,2026-03-11 15:54,Não,Não aplicável,,Liberada,,Sem atraso
REL01065,CGO01065,Sim,2026-03-11 01:04,Sim,Ministério da Agricultura,2026-03-13 08:15,Liberada,Aguardando anuência,Órgão anuente
REL01066,CGO01066,Sim,2026-03-11 15:05,Não,Não aplicável,,Liberada,,Sem atraso
REL01067,CGO01067,Sim,2026-02-18 11:26,Não,Não aplicável,,Liberada,,Sem atraso
REL01068,CGO01068,Sim,2026-02-18 15:32,Sim,Exército,2026-02-19 18:37,Liberada,Aguardando anuência,Órgão anuente
REL01069,CGO01069,Sim,2026-02-18 18:45,Não,Não aplicável,,Liberada,,Sem atraso
REL01070,CGO01070,Sim,2026-02-19 13:25,Não,Não aplicável,,Liberada,,Sem atraso
REL01071,CGO01071,Sim,2026-02-18 20:27,Sim,Ibama,2026-02-20 20:42,Liberada,Aguardando anuência,Órgão anuente
REL01072,CGO01072,Não,2026-02-18 07:12,Não,Não aplicável,,Liberada,,Sem atraso
REL01073,CGO01073,Sim,2026-02-18 11:02,Não,Não aplicável,,Liberada,,Sem atraso
REL01074,CGO01074,Sim,2026-02-18 19:09,Não,Não aplicável,,Liberada,,Sem atraso
REL01075,CGO01075,Sim,2026-02-19 05:32,Não,Não aplicável,,Liberada,,Sem atraso
REL01076,CGO01076,Sim,2026-02-18 16:34,Não,Não aplicável,,Liberada,,Sem atraso
REL01077,CGO01077,Sim,2026-02-19 05:25,Sim,Ibama,2026-02-19 13:05,Liberada,Aguardando anuência,Órgão anuente
REL01078,CGO01078,Sim,2026-01-13 17:12,Não,Não aplicável,,Liberada,,Sem atraso
REL01079,CGO01079,Sim,2026-01-14 21:20,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01080,CGO01080,Sim,2026-01-13 14:14,Sim,Anvisa,2026-01-15 13:52,Liberada,,Sem atraso
REL01081,CGO01081,Sim,2026-01-12 23:06,Não,Não aplicável,,Liberada,,Sem atraso
REL01082,CGO01082,Sim,2026-01-12 12:47,Não,Não aplicável,,Liberada,,Sem atraso
REL01083,CGO01083,Não,2026-01-12 10:32,Sim,Anvisa,2026-01-15 07:24,Liberada,Aguardando anuência,Órgão anuente
REL01084,CGO01084,Sim,2026-01-13 20:31,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01085,CGO01085,Sim,2026-02-16 21:36,Sim,Ministério da Agricultura,2026-02-19 04:45,Liberada,,Sem atraso
REL01086,CGO01086,Sim,2026-02-18 10:52,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01087,CGO01087,Sim,2026-02-17 13:13,Sim,Exército,2026-02-18 10:26,Liberada,,Sem atraso
REL01088,CGO01088,Sim,2026-02-16 14:55,Não,Não aplicável,,Liberada,,Sem atraso
REL01089,CGO01089,Não,2026-02-17 09:26,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL01090,CGO01090,Sim,2026-02-19 01:29,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL01091,CGO01091,Não,2026-02-16 03:05,Não,Não aplicável,,Liberada,,Sem atraso
REL01092,CGO01092,Sim,2026-02-16 13:42,Não,Não aplicável,,Liberada,,Sem atraso
REL01093,CGO01093,Sim,2026-02-16 18:48,Não,Não aplicável,,Liberada,,Sem atraso
REL01094,CGO01094,Sim,2026-02-17 10:01,Sim,Anvisa,2026-02-20 06:27,Liberada,,Sem atraso
REL01095,CGO01095,Sim,2026-02-16 22:44,Não,Não aplicável,,Liberada,,Sem atraso
REL01096,CGO01096,Não,2026-02-16 03:10,Sim,Anvisa,2026-02-17 08:12,Liberada,Aguardando anuência,Órgão anuente
REL01097,CGO01097,Sim,2026-02-16 12:35,Não,Não aplicável,,Liberada,,Sem atraso
REL01098,CGO01098,Sim,2026-02-22 08:46,Sim,Inmetro,2026-02-22 16:31,Liberada,,Sem atraso
REL01099,CGO01099,Sim,2026-02-21 16:49,Sim,Inmetro,2026-02-21 23:36,Liberada,Aguardando anuência,Órgão anuente
REL01100,CGO01100,Sim,2026-02-21 09:29,Não,Não aplicável,,Liberada,,Sem atraso
REL01101,CGO01101,Sim,2026-02-21 21:49,Sim,Ministério da Agricultura,2026-02-23 20:54,Liberada,Aguardando anuência,Órgão anuente
REL01102,CGO01102,Sim,2026-02-21 14:53,Não,Não aplicável,,Liberada,,Sem atraso
REL01103,CGO01103,Sim,2026-02-22 02:25,Não,Não aplicável,,Liberada,,Sem atraso
REL01104,CGO01104,Não,2026-02-21 04:58,Não,Não aplicável,,Liberada,,Sem atraso
REL01105,CGO01105,Sim,2026-02-22 09:38,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL01106,CGO01106,Sim,2026-02-22 04:00,Não,Não aplicável,,Liberada,,Sem atraso
REL01107,CGO01107,Sim,2026-02-22 14:30,Não,Não aplicável,,Liberada,,Sem atraso
REL01108,CGO01108,Sim,2026-02-22 09:46,Não,Não aplicável,,Liberada,,Sem atraso
REL01109,CGO01109,Sim,2026-02-22 02:47,Não,Não aplicável,,Liberada,,Sem atraso
REL01110,CGO01110,Não,2026-02-21 04:24,Sim,Exército,2026-02-22 10:29,Liberada,Aguardando anuência,Órgão anuente
REL01111,CGO01111,Sim,2026-02-21 17:29,Não,Não aplicável,,Liberada,,Sem atraso
